"日付","始値","高値","安値","終値","前月比","前月比％","売買高(株)","code"
"16/07/29","1,355","1,622","1,208","1,547","188","13.8","220,308,600",7261
"16/06/30","1,900","1,919","1,310","1,359","-552","-28.9","196,269,900",7261
"16/05/31","1,632","1,912","1,630","1,911","166","9.5","128,054,300",7261
"16/04/28","1,741","1,907","1,424","1,744","-2","-0.1","224,757,100",7261
"16/03/31","1,550","1,783","1,517","1,746","173","11","183,345,400",7261
"16/02/29","2,262","2,271","1,477","1,573","-575","-26.8","230,419,600",7261
"16/01/29","2,491","2,527","1,878","2,148","-375","-14.9","185,262,900",7261
"15/12/30","2,587","2,650","2,420","2,524","-33","-1.3","129,879,500",7261
"15/11/30","2,400","2,593","2,376","2,557","153","6.4","128,617,600",7261
"15/10/30","1,918","2,428","1,913","2,404","524","27.9","193,924,600",7261
"15/09/30","2,069","2,080","1,759","1,880","-210","-10","172,953,600",7261
"15/08/31","2,417","2,490","1,881","2,090","-345","-14.2","139,812,000",7261
"15/07/31","2,407","2,491","2,236","2,435","37","1.5","147,016,200",7261
"15/06/30","2,655","2,749","2,347","2,398","-277","-10.4","163,992,800",7261
"15/05/29","2,346","2,718","2,333","2,675","321","13.6","134,710,800",7261
"15/04/30","2,404","2,512","2,292","2,353","-85","-3.5","169,361,300",7261
"15/03/31","2,569","2,574","2,353","2,439","-117","-4.6","145,677,300",7261
"15/02/27","2,436","2,599","2,285","2,556","108","4.4","164,599,600",7261
"15/01/30","2,909","2,910","2,420","2,447","-480","-16.4","196,699,000",7261
"14/12/30","3,100","3,271","2,766","2,927","-138","-4.5","165,341,200",7261
"14/11/28","2,799","3,111","2,650","3,065","519","20.4","186,648,800",7261
"14/10/31","2,750","2,764","2,170","2,546","-203","-7.4","180,812,600",7261
"14/09/30","2,461","2,799","2,443","2,749","295","12","128,336,500",7261
"14/08/29","2,525","2,589","2,338","2,454","-47","-1.9","112,637,900",7261
"14/07/31","2,370","2,540","2,351","2,501","126","5.3","138,190,600",7261
"14/06/30","2,215","2,490","2,210","2,375","175","8","141,787,400",7261
"14/05/30","2,300","2,345","2,025","2,200","-85","-3.7","122,831,200",7261
"14/04/30","2,320","2,445","2,155","2,285","-5","-0.2","169,275,000",7261
"14/03/31","2,375","2,500","2,050","2,290","-155","-6.3","182,408,400",7261
"14/02/28","2,455","2,590","2,200","2,445","-60","-2.4","243,868,400",7261
"14/01/31","2,685","2,845","2,475","2,505","-215","-7.9","284,304,800",7261
"13/12/30","2,370","2,755","2,310","2,720","365","15.5","328,655,600",7261
"13/11/29","2,215","2,390","2,080","2,355","155","7","204,101,400",7261
"13/10/31","2,200","2,300","1,960","2,200","15","0.7","225,153,600",7261
"13/09/30","1,975","2,235","1,965","2,185","210","10.6","155,105,400",7261
"13/08/30","2,025","2,215","1,910","1,975","-75","-3.7","271,115,800",7261
"13/07/31","1,995","2,265","1,985","2,050","95","4.9","353,291,400",7261
"13/06/28","1,975","1,985","1,630","1,955","-65","-3.2","478,469,000",7261
"13/05/31","1,650","2,360","1,600","2,020","350","21","645,022,600",7261
"13/04/30","1,410","1,770","1,265","1,670","265","18.9","467,611,800",7261
"13/03/29","1,380","1,625","1,355","1,405","10","0.7","397,864,600",7261
"13/02/28","1,255","1,670","1,250","1,395","165","13.4","976,800,960",7261
"13/01/31","920","1,250","810","1,230","360","41.4","580,545,000",7261
"12/12/28","650","880","635","870","220","33.8","199,775,000",7261
"12/11/30","505","670","495","650","175","36.8","185,330,000",7261
"12/10/31","455","515","430","475","20","4.4","93,344,200",7261
"12/09/28","465","520","440","455","-15","-3.2","70,808,200",7261
"12/08/31","475","495","445","470","-5","-1.1","81,119,400",7261
"12/07/31","540","545","425","475","-60","-11.2","91,090,000",7261
"12/06/29","485","545","440","535","35","7","132,164,000",7261
"12/05/31","645","645","480","500","-155","-23.7","153,249,000",7261
"12/04/27","730","745","635","655","-70","-9.7","154,820,200",7261
"12/03/30","665","740","625","725","55","8.2","505,971,200",7261
"12/02/29","630","850","615","670","40","6.3","203,165,200",7261
"12/01/31","690","710","585","630","-50","-7.4","64,148,400",7261
"11/12/30","715","735","645","680","-5","-0.7","41,208,600",7261
"11/11/30","840","860","630","685","-160","-18.9","58,282,000",7261
"11/10/31","765","860","705","845","55","7","48,670,400",7261
"11/09/30","825","840","700","790","-25","-3.1","70,055,000",7261
"11/08/31","1,050","1,075","755","815","-250","-23.5","104,378,200",7261
"11/07/29","1,080","1,115","1,035","1,065","10","0.9","60,991,800",7261
"11/06/30","1,040","1,060","940","1,055","30","2.9","67,878,200",7261
"11/05/31","910","1,040","905","1,025","100","10.8","95,424,000",7261
"11/04/28","905","960","850","925","10","1.1","82,973,200",7261
"11/03/31","1,055","1,070","665","915","-135","-12.9","119,673,600",7261
"11/02/28","1,210","1,225","1,015","1,050","-160","-13.2","108,683,000",7261
"11/01/31","1,175","1,310","1,175","1,210","45","3.9","57,756,000",7261
"10/12/30","1,150","1,245","1,145","1,165","0","0","56,034,400",7261
"10/11/30","1,020","1,200","990","1,165","140","13.7","74,435,400",7261
"10/10/29","1,015","1,115","990","1,025","20","2","87,662,400",7261
"10/09/30","925","1,055","900","1,005","65","6.9","70,401,400",7261
"10/08/31","1,030","1,065","920","940","-105","-10","59,388,200",7261
"10/07/30","1,030","1,100","980","1,045","-5","-0.5","62,065,600",7261
"10/06/30","1,185","1,205","1,010","1,050","-135","-11.4","72,651,400",7261
"10/05/31","1,360","1,370","1,085","1,185","-215","-15.4","86,192,800",7261
"10/04/30","1,335","1,440","1,265","1,400","85","6.5","85,295,800",7261
"10/03/31","1,160","1,325","1,115","1,315","145","12.4","70,075,800",7261
"10/02/26","1,230","1,275","1,070","1,170","-55","-4.5","86,287,400",7261
"10/01/29","1,075","1,265","1,060","1,225","165","15.6","135,008,200",7261
"22/05/31","3,430.0","3,485.0","3,101.0","3,187.0","-232","-6.8","97,615,400",7267
"22/04/28","3,448.0","3,475.0","3,167.0","3,419.0","-68","-2","83,751,700",7267
"22/03/31","3,569.0","3,583.0","3,043.0","3,487.0","-38","-1.1","114,523,900",7267
"22/02/28","3,330.0","3,724.0","3,294.0","3,525.0","171","5.1","74,670,300",7267
"22/01/31","3,283.0","3,569.0","3,272.0","3,354.0","124","3.8","80,987,400",7267
"21/12/30","3,110.0","3,272.0","3,085.0","3,230.0","129","4.2","79,769,700",7267
"21/11/30","3,400.0","3,524.0","3,099.0","3,101.0","-248","-7.4","97,164,200",7267
"21/10/29","3,438.0","3,539.0","3,286.0","3,349.0","-106","-3.1","83,974,300",7267
"21/09/30","3,386.0","3,572.0","3,285.0","3,455.0","113","3.4","85,320,100",7267
"21/08/31","3,543.0","3,677.0","3,212.0","3,342.0","-151","-4.3","67,571,200",7267
"21/07/30","3,564.0","3,613.0","3,371.0","3,493.0","-57","-1.6","61,687,500",7267
"21/06/30","3,363.0","3,663.0","3,322.0","3,550.0","197","5.9","84,197,100",7267
"21/05/31","3,310.0","3,478.0","3,207.0","3,353.0","121","3.7","91,757,300",7267
"21/04/30","3,389.0","3,390.0","3,165.0","3,232.0","-87","-2.6","81,043,400",7267
"21/03/31","2,971.0","3,475.0","2,960.0","3,319.0","407.5","14","132,415,200",7267
"21/02/26","2,781.0","3,176.0","2,760.5","2,911.5","147","5.3","101,422,900",7267
"21/01/29","2,906.5","2,951.5","2,743.0","2,764.5","-113","-3.9","95,703,300",7267
"20/12/30","2,906.0","3,167.0","2,862.5","2,877.5","6","0.2","93,509,300",7267
"20/11/30","2,450.0","3,162.0","2,450.0","2,871.5","436.5","17.9","126,059,800",7267
"20/10/30","2,500.0","2,639.0","2,423.5","2,435.0","-38.5","-1.6","75,892,300",7267
"20/09/30","2,704.5","2,801.0","2,412.0","2,473.5","-255.5","-9.4","123,228,200",7267
"20/08/31","2,584.5","2,828.0","2,545.5","2,729.0","205","8.1","89,681,700",7267
"20/07/31","2,755.0","2,871.0","2,522.0","2,524.0","-231.5","-8.4","76,457,400",7267
"20/06/30","2,800.0","3,093.0","2,701.0","2,755.5","-28.5","-1","108,717,200",7267
"20/05/29","2,543.5","2,920.0","2,380.5","2,784.0","173.5","6.6","91,884,800",7267
"20/04/30","2,396.0","2,645.0","2,135.5","2,610.5","180.5","7.4","110,361,500",7267
"20/03/31","2,725.0","2,849.5","2,120.0","2,430.0","-369.5","-13.2","176,445,900",7267
"20/02/28","2,782.5","3,088.0","2,759.0","2,799.5","-31.5","-1.1","105,374,200",7267
"20/01/31","3,067.0","3,102.0","2,829.0","2,831.0","-268","-8.6","72,555,900",7267
"19/12/30","3,100.0","3,259.0","3,047.0","3,099.0","32","1","64,372,900",7267
"19/11/29","2,908.5","3,230.0","2,908.0","3,067.0","125","4.2","70,652,200",7267
"19/10/31","2,813.0","3,027.0","2,674.5","2,942.0","143.5","5.1","89,723,900",7267
"19/09/30","2,519.0","2,960.0","2,515.0","2,798.5","275","10.9","101,513,100",7267
"19/08/30","2,699.0","2,737.5","2,412.0","2,523.5","-187","-6.9","84,371,900",7267
"19/07/31","2,800.5","2,872.5","2,707.0","2,710.5","-74.5","-2.7","72,345,000",7267
"19/06/28","2,615.5","2,830.5","2,610.0","2,785.0","134","5.1","69,848,200",7267
"19/05/31","3,094.0","3,095.0","2,650.0","2,651.0","-450","-14.5","81,310,900",7267
"19/04/26","3,040.0","3,225.0","3,040.0","3,101.0","106","3.5","62,674,400",7267
"19/03/29","3,160.0","3,168.0","2,940.5","2,995.0","-158","-5","79,008,800",7267
"19/02/28","3,247.0","3,263.0","2,916.5","3,153.0","-96","-3","87,208,800",7267
"19/01/31","2,800.0","3,290.0","2,792.0","3,249.0","354.5","12.2","74,625,800",7267
"18/12/28","3,250.0","3,300.0","2,733.0","2,894.5","-307.5","-9.6","92,821,200",7267
"18/11/30","3,241.0","3,323.0","3,101.0","3,202.0","-39","-1.2","83,964,200",7267
"18/10/31","3,400.0","3,502.0","2,916.0","3,241.0","-198","-5.8","129,912,800",7267
"18/09/28","3,278.0","3,519.0","3,107.0","3,439.0","147","4.5","87,646,200",7267
"18/08/31","3,495.0","3,495.0","3,239.0","3,292.0","-63","-1.9","76,194,300",7267
"18/07/31","3,227.0","3,404.0","3,171.0","3,355.0","102","3.1","86,621,300",7267
"18/06/29","3,471.0","3,619.0","3,201.0","3,253.0","-194","-5.6","92,466,200",7267
"18/05/31","3,800.0","3,802.0","3,405.0","3,447.0","-320","-8.5","91,775,000",7267
"18/04/27","3,660.0","3,836.0","3,581.0","3,767.0","107","2.9","75,833,000",7267
"18/03/30","3,852.0","3,861.0","3,427.0","3,660.0","-225","-5.8","108,890,300",7267
"18/02/28","3,850.0","4,030.0","3,653.0","3,885.0","59","1.5","115,755,200",7267
"18/01/31","3,925.0","4,151.0","3,817.0","3,826.0","-36","-0.9","74,591,700",7267
"17/12/29","3,753.0","3,936.0","3,705.0","3,862.0","118","3.2","83,778,400",7267
"17/11/30","3,542.0","3,863.0","3,537.0","3,744.0","221","6.3","118,679,700",7267
"17/10/31","3,341.0","3,553.0","3,327.0","3,523.0","191","5.7","84,512,500",7267
"17/09/29","3,100.0","3,379.0","3,021.0","3,332.0","251","8.1","92,936,200",7267
"17/08/31","3,103.0","3,284.0","3,000.0","3,081.0","-27","-0.9","91,753,000",7267
"17/07/31","3,068.0","3,162.0","3,038.0","3,108.0","44","1.4","80,266,700",7267
"17/06/30","3,100.0","3,198.0","3,045.0","3,064.0","-53","-1.7","104,366,800",7267
"17/05/31","3,232.0","3,275.0","3,046.0","3,117.0","-115","-3.6","129,714,300",7267
"17/04/28","3,378.0","3,383.0","3,047.0","3,232.0","-119","-3.6","90,972,000",7267
"17/03/31","3,500.0","3,602.0","3,351.0","3,351.0","-138","-4","90,020,600",7267
"17/02/28","3,305.0","3,675.0","3,292.0","3,489.0","102","3","88,890,500",7267
"17/01/31","3,504.0","3,604.0","3,318.0","3,387.0","-28","-0.8","90,620,700",7267
"16/12/30","3,450.0","3,579.0","3,288.0","3,415.0","83","2.5","102,141,600",7267
"16/11/30","3,175.0","3,412.0","2,693.5","3,332.0","188","6","118,104,500",7267
"16/10/31","2,933.0","3,161.0","2,908.5","3,144.0","256.5","8.9","77,733,200",7267
"16/09/30","3,191.0","3,224.0","2,862.0","2,887.5","-282.5","-8.9","86,929,400",7267
"16/08/31","2,757.0","3,211.0","2,751.0","3,170.0","328.5","11.6","111,890,100",7267
"16/07/29","2,586.5","2,937.5","2,417.0","2,841.5","269","10.5","101,104,900",7267
"16/06/30","3,129.0","3,134.0","2,459.0","2,572.5","-578.5","-18.4","113,040,100",7267
"16/05/31","2,843.0","3,161.0","2,812.0","3,151.0","158.5","5.3","88,786,300",7267
"16/04/28","3,080.0","3,200.0","2,769.0","2,992.5","-93.5","-3","114,564,700",7267
"16/03/31","2,900.0","3,221.0","2,861.5","3,086.0","199","6.9","115,337,500",7267
"16/02/29","3,340.0","3,443.0","2,726.0","2,887.0","-454","-13.6","139,918,100",7267
"16/01/29","3,821.0","3,846.0","3,161.0","3,341.0","-569","-14.6","129,435,000",7267
"15/12/30","4,050.0","4,123.0","3,773.0","3,910.0","-92","-2.3","81,338,600",7267
"15/11/30","3,974.0","4,116.0","3,911.0","4,002.0","-42","-1","69,341,800",7267
"15/10/30","3,555.0","4,142.0","3,512.0","4,044.0","505","14.3","93,317,500",7267
"15/09/30","3,800.0","3,973.0","3,452.0","3,539.0","-285","-7.5","99,579,100",7267
"15/08/31","4,285.0","4,499.0","3,514.5","3,824.0","-155.5","-3.9","124,181,900",7267
"15/07/31","3,960.0","4,049.5","3,695.0","3,979.5","18","0.5","83,485,300",7267
"15/06/30","4,272.0","4,292.5","3,918.5","3,961.5","-299.5","-7","95,470,600",7267
"15/05/29","4,100.0","4,324.5","4,030.0","4,261.0","219.5","5.4","74,930,200",7267
"15/04/30","3,892.0","4,400.0","3,855.0","4,041.5","138.5","3.5","108,163,900",7267
"15/03/31","3,998.0","4,170.0","3,903.0","3,903.0","-46.5","-1.2","103,990,700",7267
"15/02/27","3,544.0","4,000.0","3,504.5","3,949.5","368.5","10.3","116,383,100",7267
"15/01/30","3,529.0","3,712.0","3,420.0","3,581.0","55","1.6","112,052,700",7267
"14/12/30","3,598.0","3,768.0","3,382.5","3,526.0","-45.5","-1.3","140,413,800",7267
"14/11/28","3,729.0","3,751.5","3,465.0","3,571.5","92.5","2.7","161,190,200",7267
"14/10/31","3,777.0","3,788.0","3,239.0","3,479.0","-321","-8.4","144,332,400",7267
"14/09/30","3,529.0","3,830.0","3,461.0","3,800.0","287","8.2","107,413,400",7267
"14/08/29","3,602.0","3,618.0","3,387.5","3,513.0","-141","-3.9","90,805,600",7267
"14/07/31","3,537.0","3,698.0","3,512.0","3,654.0","117","3.3","110,931,700",7267
"14/06/30","3,589.0","3,649.0","3,496.0","3,537.0","-26","-0.7","102,827,500",7267
"14/05/30","3,400.0","3,608.0","3,292.0","3,563.0","183","5.4","108,279,000",7267
"14/04/30","3,660.0","3,726.0","3,292.0","3,380.0","-254","-7","128,235,200",7267
"14/03/31","3,607.0","3,848.0","3,431.0","3,634.0","-13","-0.4","124,453,400",7267
"14/02/28","3,860.0","3,923.0","3,560.0","3,647.0","-246","-6.3","118,597,800",7267
"14/01/31","4,300.0","4,320.0","3,858.0","3,893.0","-437","-10.1","117,329,300",7267
"13/12/30","4,330.0","4,340.0","4,055.0","4,330.0","0","0","121,744,500",7267
"13/11/29","3,965.0","4,385.0","3,840.0","4,330.0","415","10.6","131,185,800",7267
"13/10/31","3,740.0","3,990.0","3,680.0","3,915.0","180","4.8","115,132,900",7267
"13/09/30","3,545.0","3,945.0","3,545.0","3,735.0","190","5.4","98,223,800",7267
"13/08/30","3,545.0","3,865.0","3,490.0","3,545.0","-85","-2.3","113,081,000",7267
"13/07/31","3,740.0","3,940.0","3,625.0","3,630.0","-55","-1.5","111,035,800",7267
"13/06/28","3,845.0","3,845.0","3,360.0","3,685.0","-145","-3.8","148,087,800",7267
"13/05/31","3,890.0","4,405.0","3,800.0","3,830.0","-45","-1.2","163,913,500",7267
"13/04/30","3,550.0","4,060.0","3,350.0","3,875.0","320","9","167,911,100",7267
"13/03/29","3,440.0","3,830.0","3,425.0","3,555.0","100","2.9","130,577,500",7267
"13/02/28","3,540.0","3,620.0","3,330.0","3,455.0","-50","-1.4","135,475,300",7267
"13/01/31","3,330.0","3,510.0","3,100.0","3,505.0","360","11.4","145,737,300",7267
"12/12/28","2,750.0","3,185.0","2,675.0","3,145.0","413","15.1","146,021,400",7267
"12/11/30","2,400.0","2,828.0","2,342.0","2,732.0","342","14.3","144,010,600",7267
"12/10/31","2,395.0","2,650.0","2,294.0","2,390.0","-7","-0.3","129,319,200",7267
"12/09/28","2,472.0","2,690.0","2,392.0","2,397.0","-75","-3","108,746,200",7267
"12/08/31","2,401.0","2,693.0","2,375.0","2,472.0","-79","-3.1","119,552,300",7267
"12/07/31","2,799.0","2,799.0","2,339.0","2,551.0","-198","-7.2","85,091,800",7267
"12/06/29","2,481.0","2,765.0","2,354.0","2,749.0","237","9.4","109,591,000",7267
"12/05/31","2,895.0","2,900.0","2,486.0","2,512.0","-384","-13.3","124,281,700",7267
"12/04/27","3,230.0","3,250.0","2,805.0","2,896.0","-249","-7.9","124,977,200",7267
"12/03/30","3,115.0","3,300.0","2,920.0","3,145.0","50","1.6","127,987,000",7267
"12/02/29","2,632.0","3,195.0","2,591.0","3,095.0","429","16.1","129,457,600",7267
"12/01/31","2,399.0","2,797.0","2,393.0","2,666.0","318","13.5","109,031,600",7267
"11/12/30","2,490.0","2,511.0","2,237.0","2,348.0","-41","-1.7","105,764,300",7267
"11/11/30","2,350.0","2,489.0","2,127.0","2,389.0","-17","-0.7","98,751,000",7267
"11/10/31","2,259.0","2,508.0","2,155.0","2,406.0","107","4.7","127,839,400",7267
"11/09/30","2,480.0","2,570.0","2,227.0","2,299.0","-175","-7.1","126,244,400",7267
"11/08/31","3,130.0","3,180.0","2,305.0","2,474.0","-606","-19.7","185,091,700",7267
"11/07/29","3,105.0","3,295.0","3,060.0","3,080.0","-5","-0.2","83,287,200",7267
"11/06/30","3,095.0","3,130.0","2,893.0","3,085.0","-5","-0.2","120,722,500",7267
"11/05/31","3,245.0","3,255.0","2,992.0","3,090.0","-100","-3.1","122,871,700",7267
"11/04/28","3,140.0","3,190.0","2,843.0","3,190.0","65","2.1","175,786,000",7267
"11/03/31","3,555.0","3,620.0","2,820.0","3,125.0","-420","-11.8","215,225,100",7267
"11/02/28","3,540.0","3,745.0","3,465.0","3,545.0","70","2","111,770,000",7267
"11/01/31","3,250.0","3,555.0","3,195.0","3,475.0","260","8.1","114,505,700",7267
"10/12/30","3,040.0","3,315.0","3,030.0","3,215.0","205","6.8","105,557,900",7267
"10/11/30","2,887.0","3,195.0","2,713.0","3,010.0","73","2.5","136,695,900",7267
"10/10/29","2,997.0","3,045.0","2,880.0","2,937.0","-26","-0.9","114,339,300",7267
